year,month,week_of_month,product_id,product,category,units,revenue
2024,6,2,1019,Timeless Sardines 1935,Timeless Sardines,3,27.0
2024,6,2,1020,Timeless Sardines 1936,Timeless Sardines,2,18.0
2024,6,2,1021,Timeless Sardines 1937,Timeless Sardines,1,9.0
2024,6,2,1022,Timeless Sardines 1938,Timeless Sardines,5,45.0
2024,6,2,1023,Timeless Sardines 1939,Timeless Sardines,4,36.0
2024,6,2,1024,Timeless Sardines 1940,Timeless Sardines,4,36.0
2024,6,2,1025,Timeless Sardines 1941,Timeless Sardines,3,27.0
2024,6,2,1026,Timeless Sardines 1942,Timeless Sardines,2,18.0
2024,6,2,1027,Timeless Sardines 1943,Timeless Sardines,3,27.0
2024,6,2,1028,Timeless Sardines 1944,Timeless Sardines,3,27.0
2024,6,2,1029,Timeless Sardines 1945,Timeless Sardines,2,18.0
2024,6,2,1030,Timeless Sardines 1946,Timeless Sardines,2,18.0
2024,6,2,1031,Timeless Sardines 1947,Timeless Sardines,1,9.0
2024,6,2,1032,Timeless Sardines 1948,Timeless Sardines,10,90.0
2024,6,2,1033,Timeless Sardines 1949,Timeless Sardines,1,9.0
2024,6,2,1034,Timeless Sardines 1950,Timeless Sardines,15,135.0
2024,6,2,1035,Timeless Sardines 1951,Timeless Sardines,11,99.0
2024,6,2,1036,Timeless Sardines 1952,Timeless Sardines,16,144.0
2024,6,2,1037,Timeless Sardines 1953,Timeless Sardines,10,90.0
2024,6,2,1038,Timeless Sardines 1954,Timeless Sardines,11,99.0
2024,6,2,1039,Timeless Sardines 1955,Timeless Sardines,13,117.0
2024,6,2,1040,Timeless Sardines 1956,Timeless Sardines,10,90.0
2024,6,2,1041,Timeless Sardines 1957,Timeless Sardines,14,126.0
2024,6,2,1042,Timeless Sardines 1958,Timeless Sardines,12,108.0
2024,6,2,1043,Timeless Sardines 1959,Timeless Sardines,9,81.0
2024,6,2,1044,Timeless Sardines 1960,Timeless Sardines,17,153.0
2024,6,2,1045,Timeless Sardines 1961,Timeless Sardines,14,126.0
2024,6,2,1046,Timeless Sardines 1962,Timeless Sardines,12,108.0
2024,6,2,1047,Timeless Sardines 1963,Timeless Sardines,9,81.0
2024,6,2,1048,Timeless Sardines 1964,Timeless Sardines,13,117.0
2024,6,2,1049,Timeless Sardines 1965,Timeless Sardines,11,99.0
2024,6,2,1050,Timeless Sardines 1966,Timeless Sardines,9,81.0
2024,6,2,1051,Timeless Sardines 1967,Timeless Sardines,14,126.0
2024,6,2,1052,Timeless Sardines 1968,Timeless Sardines,6,54.0
2024,6,2,1053,Timeless Sardines 1969,Timeless Sardines,11,99.0
2024,6,2,1054,Timeless Sardines 1970,Timeless Sardines,15,135.0
2024,6,2,1055,Timeless Sardines 1971,Timeless Sardines,7,63.0
2024,6,2,1056,Timeless Sardines 1972,Timeless Sardines,12,108.0
2024,6,2,1057,Timeless Sardines 1973,Timeless Sardines,14,126.0
2024,6,2,1058,Timeless Sardines 1974,Timeless Sardines,13,117.0
2024,6,2,1059,Timeless Sardines 1975,Timeless Sardines,11,99.0
2024,6,2,1060,Timeless Sardines 1976,Timeless Sardines,12,108.0
2024,6,2,1061,Timeless Sardines 1977,Timeless Sardines,7,63.0
2024,6,2,1062,Timeless Sardines 1978,Timeless Sardines,13,117.0
2024,6,2,1063,Timeless Sardines 1979,Timeless Sardines,11,99.0
2024,6,2,1064,Timeless Sardines 1980,Timeless Sardines,13,117.0
2024,6,2,1065,Timeless Sardines 1981,Timeless Sardines,13,117.0
2024,6,2,1066,Timeless Sardines 1982,Timeless Sardines,11,99.0
2024,6,2,1067,Timeless Sardines 1983,Timeless Sardines,6,54.0
2024,6,2,1068,Timeless Sardines 1984,Timeless Sardines,6,54.0
2024,6,2,1069,Timeless Sardines 1985,Timeless Sardines,15,135.0
2024,6,2,1070,Timeless Sardines 1986,Timeless Sardines,13,117.0
2024,6,2,1071,Timeless Sardines 1987,Timeless Sardines,12,108.0
2024,6,2,1072,Timeless Sardines 1988,Timeless Sardines,14,126.0
2024,6,2,1073,Timeless Sardines 1989,Timeless Sardines,9,81.0
2024,6,2,1074,Timeless Sardines 1990,Timeless Sardines,11,99.0
2024,6,2,1075,Timeless Sardines 1991,Timeless Sardines,9,81.0
2024,6,2,1076,Timeless Sardines 1992,Timeless Sardines,5,45.0
2024,6,2,1077,Timeless Sardines 1993,Timeless Sardines,17,153.0
2024,6,2,1078,Timeless Sardines 1994,Timeless Sardines,16,144.0
2024,6,2,1079,Timeless Sardines 1995,Timeless Sardines,16,144.0
2024,6,2,1080,Timeless Sardines 1996,Timeless Sardines,13,117.0
2024,6,2,1081,Timeless Sardines 1997,Timeless Sardines,11,99.0
2024,6,2,1082,Timeless Sardines 1998,Timeless Sardines,16,144.0
2024,6,2,1083,Timeless Sardines 1999,Timeless Sardines,10,90.0
2024,6,2,1084,Timeless Sardines 2000,Timeless Sardines,21,189.0
2024,6,2,1085,Timeless Sardines 2001,Timeless Sardines,9,81.0
2024,6,2,1086,Timeless Sardines 2002,Timeless Sardines,7,63.0
2024,6,2,1087,Timeless Sardines 2003,Timeless Sardines,10,90.0
2024,6,2,1088,Timeless Sardines 2004,Timeless Sardines,7,63.0
2024,6,2,1089,Timeless Sardines 2005,Timeless Sardines,8,72.0
2024,6,2,1091,Timeless Sardines 2007,Timeless Sardines,2,18.0
2024,6,2,1092,Timeless Sardines 2008,Timeless Sardines,2,18.0
2024,6,2,1093,Timeless Sardines 2009,Timeless Sardines,3,27.0
2024,6,2,1095,Timeless Sardines 2011,Timeless Sardines,1,9.0
2024,6,2,1096,Timeless Sardines 2012,Timeless Sardines,3,27.0
2024,6,2,1097,Timeless Sardines 2013,Timeless Sardines,5,45.0
2024,6,2,1098,Timeless Sardines 2014,Timeless Sardines,7,63.0
2024,6,2,1099,Timeless Sardines 2015,Timeless Sardines,3,27.0
2024,6,2,1100,Timeless Sardines 2016,Timeless Sardines,2,18.0
2024,6,2,1101,Timeless Sardines 2017,Timeless Sardines,5,45.0
2024,6,2,1102,Timeless Sardines 2018,Timeless Sardines,3,27.0
2024,6,2,1103,Timeless Sardines 2019,Timeless Sardines,4,36.0
2024,6,2,1104,Timeless Sardines 2020,Timeless Sardines,15,135.0
2024,6,2,1105,Timeless Sardines 2021,Timeless Sardines,11,99.0
2024,6,2,1106,Timeless Sardines 2022,Timeless Sardines,9,81.0
2024,6,2,1107,Timeless Sardines 2023,Timeless Sardines,22,198.0
2024,6,2,1108,Timeless Sardines 2024,Timeless Sardines,18,162.0
2024,6,2,1109,Timeless Sardines 2025,Timeless Sardines,30,270.0
2024,6,2,1110,Timeless Sardines 2026,Timeless Sardines,15,135.0
2024,6,2,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,408,6120.0
2024,6,2,1112,Small Sardines (Petinga),Sardines,7,55.3
2024,6,2,1113,Sardines with Peppers,Sardines,101,989.8
2024,6,2,1114,Spicy Smoked Sardines,Sardines,121,1185.8
2024,6,2,1115,Sardines with Lemon,Sardines,54,529.2
2024,6,2,1116,Sardines in Tomato Sauce,Sardines,70,686.0
2024,6,2,1117,Sardines with Mustard,Sardines,45,513.0
2024,6,2,1118,Sardines with Ketchup,Sardines,8,80.0
2024,6,2,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,6,76.8
2024,6,2,1121,Lingote (Ingot),Sardines,16,352.0
2024,6,2,1122,Sardines in Brine,Sardines,21,147.0
2024,6,2,1123,Anchovies,Sardines,43,412.8
2024,6,2,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),110,1430.0
2024,6,2,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),18,234.0
2024,6,2,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),17,221.0
2024,6,2,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),4,52.0
2024,6,2,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),11,143.0
2024,6,2,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),4,52.0
2024,6,2,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),8,104.0
2024,6,2,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),7,91.0
2024,6,2,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),9,117.0
2024,6,2,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),2,26.0
2024,6,2,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),4,52.0
2024,6,2,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,12,72.0
2024,6,2,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,58,452.4
2024,6,2,1137,Tuna in Olive Oil,Other Fish & Seafood,85,756.5
2024,6,2,1138,Fillets with Mustard,Other Fish & Seafood,24,278.4
2024,6,2,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,49,455.7
2024,6,2,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,21,203.7
2024,6,2,1141,Squid in Stewed Sauce,Other Fish & Seafood,16,156.8
2024,6,2,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,5,53.0
2024,6,2,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,12,122.4
2024,6,2,1144,Whelks in Brine,Other Fish & Seafood,15,154.5
2024,6,2,1145,Cod in Olive Oil,Other Fish & Seafood,144,1800.0
2024,6,2,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,11,135.3
2024,6,2,1147,Baby Cuttlefish,Other Fish & Seafood,7,99.4
2024,6,2,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,11,150.7
2024,6,2,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,47,695.6
2024,6,2,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,14,212.8
2024,6,2,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,69,1055.7
2024,6,2,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,174,2749.2
2024,6,2,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,77,1386.0
2024,6,2,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,19,342.0
2024,6,2,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,4,98.8
2024,6,2,1156,Eels in Escabeche,Other Fish & Seafood,4,112.0
2024,6,2,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,4,137.6
2024,6,2,1158,King Crab,Other Fish & Seafood,1,84.3
2024,6,2,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,8,371.2
2024,6,2,1160,Mackerel Roe,Other Fish & Seafood,1,26.6
2024,6,2,1161,Sardine Roe,Other Fish & Seafood,1,47.6
2024,6,2,1162,Mackerel Pate,Pates,7,58.1
2024,6,2,1163,Sardine Pate,Pates,19,167.2
2024,6,2,1164,Sardine Pate with Mustard,Pates,12,112.8
2024,6,2,1165,Sardine Pate with Lemon,Pates,12,115.2
2024,6,2,1166,Cod Pate,Pates,17,166.6
2024,6,2,1167,Eel Escabeche Pate,Pates,5,54.0
2024,6,2,1168,Oat Balls with Vegetables,Vegetarian,5,44.0
2024,6,2,1169,Chickpea & Carrot Fritters,Vegetarian,7,67.9
2024,6,2,1170,Portobello Mushroom,Vegetarian,4,48.8
2024,6,2,1171,Sardine Summer Tote Bag,Packaging & Accessories,216,108.0
2024,6,2,1172,TNT Bag,Packaging & Accessories,9,18.0
2024,6,2,1173,COMUR Net Bag,Packaging & Accessories,2,40.0
2024,6,2,1174,Large Bag COMUR/MFSP,Packaging & Accessories,9,4.5
2024,6,2,1175,Small MFSP Bag,Packaging & Accessories,8,1.6
2024,6,2,1176,Portuguese Sardine Box 8un,Packaging & Accessories,56,0.0
2024,6,2,1177,Pates Box,Packaging & Accessories,5,0.0
2024,6,2,1178,Anchovies Box,Packaging & Accessories,6,0.0
2024,6,2,1179,Comur Survival Kit Box,Packaging & Accessories,6,0.0
2024,6,2,1180,Lingote Box,Packaging & Accessories,3,0.0
2024,6,2,1181,Crazy for Sardines Box,Packaging & Accessories,20,0.0
2024,6,3,1000,Timeless Sardines 1916,Timeless Sardines,1,9.0
2024,6,3,1001,Timeless Sardines 1917,Timeless Sardines,3,27.0
2024,6,3,1002,Timeless Sardines 1918,Timeless Sardines,3,27.0
2024,6,3,1003,Timeless Sardines 1919,Timeless Sardines,1,9.0
2024,6,3,1004,Timeless Sardines 1920,Timeless Sardines,2,18.0
2024,6,3,1005,Timeless Sardines 1921,Timeless Sardines,3,27.0
2024,6,3,1006,Timeless Sardines 1922,Timeless Sardines,3,27.0
2024,6,3,1007,Timeless Sardines 1923,Timeless Sardines,3,27.0
2024,6,3,1008,Timeless Sardines 1924,Timeless Sardines,2,18.0
2024,6,3,1009,Timeless Sardines 1925,Timeless Sardines,2,18.0
2024,6,3,1010,Timeless Sardines 1926,Timeless Sardines,2,18.0
2024,6,3,1012,Timeless Sardines 1928,Timeless Sardines,3,27.0
2024,6,3,1013,Timeless Sardines 1929,Timeless Sardines,5,45.0
2024,6,3,1014,Timeless Sardines 1930,Timeless Sardines,1,9.0
2024,6,3,1015,Timeless Sardines 1931,Timeless Sardines,3,27.0
2024,6,3,1017,Timeless Sardines 1933,Timeless Sardines,3,27.0
2024,6,3,1018,Timeless Sardines 1934,Timeless Sardines,3,27.0
2024,6,3,1019,Timeless Sardines 1935,Timeless Sardines,3,27.0
2024,6,3,1020,Timeless Sardines 1936,Timeless Sardines,1,9.0
2024,6,3,1021,Timeless Sardines 1937,Timeless Sardines,3,27.0
2024,6,3,1022,Timeless Sardines 1938,Timeless Sardines,6,54.0
2024,6,3,1023,Timeless Sardines 1939,Timeless Sardines,4,36.0
2024,6,3,1024,Timeless Sardines 1940,Timeless Sardines,3,27.0
2024,6,3,1025,Timeless Sardines 1941,Timeless Sardines,1,9.0
2024,6,3,1027,Timeless Sardines 1943,Timeless Sardines,2,18.0
2024,6,3,1028,Timeless Sardines 1944,Timeless Sardines,3,27.0
2024,6,3,1029,Timeless Sardines 1945,Timeless Sardines,1,9.0
2024,6,3,1030,Timeless Sardines 1946,Timeless Sardines,2,18.0
2024,6,3,1031,Timeless Sardines 1947,Timeless Sardines,3,27.0
2024,6,3,1032,Timeless Sardines 1948,Timeless Sardines,5,45.0
2024,6,3,1033,Timeless Sardines 1949,Timeless Sardines,1,9.0
2024,6,3,1034,Timeless Sardines 1950,Timeless Sardines,7,63.0
2024,6,3,1035,Timeless Sardines 1951,Timeless Sardines,18,162.0
2024,6,3,1036,Timeless Sardines 1952,Timeless Sardines,8,72.0
2024,6,3,1037,Timeless Sardines 1953,Timeless Sardines,7,63.0
2024,6,3,1038,Timeless Sardines 1954,Timeless Sardines,10,90.0
2024,6,3,1039,Timeless Sardines 1955,Timeless Sardines,8,72.0
2024,6,3,1040,Timeless Sardines 1956,Timeless Sardines,9,81.0
2024,6,3,1041,Timeless Sardines 1957,Timeless Sardines,10,90.0
2024,6,3,1042,Timeless Sardines 1958,Timeless Sardines,9,81.0
2024,6,3,1043,Timeless Sardines 1959,Timeless Sardines,11,99.0
2024,6,3,1044,Timeless Sardines 1960,Timeless Sardines,10,90.0
2024,6,3,1045,Timeless Sardines 1961,Timeless Sardines,9,81.0
2024,6,3,1046,Timeless Sardines 1962,Timeless Sardines,11,99.0
2024,6,3,1047,Timeless Sardines 1963,Timeless Sardines,5,45.0
2024,6,3,1048,Timeless Sardines 1964,Timeless Sardines,4,36.0
2024,6,3,1049,Timeless Sardines 1965,Timeless Sardines,5,45.0
2024,6,3,1050,Timeless Sardines 1966,Timeless Sardines,10,90.0
2024,6,3,1051,Timeless Sardines 1967,Timeless Sardines,11,99.0
2024,6,3,1052,Timeless Sardines 1968,Timeless Sardines,9,81.0
2024,6,3,1053,Timeless Sardines 1969,Timeless Sardines,8,72.0
2024,6,3,1054,Timeless Sardines 1970,Timeless Sardines,11,99.0
2024,6,3,1055,Timeless Sardines 1971,Timeless Sardines,9,81.0
2024,6,3,1056,Timeless Sardines 1972,Timeless Sardines,13,117.0
2024,6,3,1057,Timeless Sardines 1973,Timeless Sardines,6,54.0
2024,6,3,1058,Timeless Sardines 1974,Timeless Sardines,12,108.0
2024,6,3,1059,Timeless Sardines 1975,Timeless Sardines,10,90.0
2024,6,3,1060,Timeless Sardines 1976,Timeless Sardines,11,99.0
2024,6,3,1061,Timeless Sardines 1977,Timeless Sardines,16,144.0
2024,6,3,1062,Timeless Sardines 1978,Timeless Sardines,9,81.0
2024,6,3,1063,Timeless Sardines 1979,Timeless Sardines,12,108.0
2024,6,3,1064,Timeless Sardines 1980,Timeless Sardines,6,54.0
2024,6,3,1065,Timeless Sardines 1981,Timeless Sardines,7,63.0
2024,6,3,1066,Timeless Sardines 1982,Timeless Sardines,7,63.0
2024,6,3,1067,Timeless Sardines 1983,Timeless Sardines,8,72.0
2024,6,3,1068,Timeless Sardines 1984,Timeless Sardines,13,117.0
2024,6,3,1069,Timeless Sardines 1985,Timeless Sardines,6,54.0
2024,6,3,1070,Timeless Sardines 1986,Timeless Sardines,8,72.0
2024,6,3,1071,Timeless Sardines 1987,Timeless Sardines,11,99.0
2024,6,3,1072,Timeless Sardines 1988,Timeless Sardines,9,81.0
2024,6,3,1073,Timeless Sardines 1989,Timeless Sardines,10,90.0
2024,6,3,1074,Timeless Sardines 1990,Timeless Sardines,12,108.0
2024,6,3,1075,Timeless Sardines 1991,Timeless Sardines,6,54.0
2024,6,3,1076,Timeless Sardines 1992,Timeless Sardines,7,63.0
2024,6,3,1077,Timeless Sardines 1993,Timeless Sardines,10,90.0
2024,6,3,1078,Timeless Sardines 1994,Timeless Sardines,11,99.0
2024,6,3,1079,Timeless Sardines 1995,Timeless Sardines,14,126.0
2024,6,3,1080,Timeless Sardines 1996,Timeless Sardines,11,99.0
2024,6,3,1081,Timeless Sardines 1997,Timeless Sardines,10,90.0
2024,6,3,1082,Timeless Sardines 1998,Timeless Sardines,6,54.0
2024,6,3,1083,Timeless Sardines 1999,Timeless Sardines,8,72.0
2024,6,3,1084,Timeless Sardines 2000,Timeless Sardines,2,18.0
2024,6,3,1085,Timeless Sardines 2001,Timeless Sardines,11,99.0
2024,6,3,1086,Timeless Sardines 2002,Timeless Sardines,8,72.0
2024,6,3,1087,Timeless Sardines 2003,Timeless Sardines,8,72.0
2024,6,3,1088,Timeless Sardines 2004,Timeless Sardines,10,90.0
2024,6,3,1089,Timeless Sardines 2005,Timeless Sardines,10,90.0
2024,6,3,1090,Timeless Sardines 2006,Timeless Sardines,2,18.0
2024,6,3,1091,Timeless Sardines 2007,Timeless Sardines,4,36.0
2024,6,3,1092,Timeless Sardines 2008,Timeless Sardines,3,27.0
2024,6,3,1093,Timeless Sardines 2009,Timeless Sardines,1,9.0
2024,6,3,1094,Timeless Sardines 2010,Timeless Sardines,2,18.0
2024,6,3,1095,Timeless Sardines 2011,Timeless Sardines,3,27.0
2024,6,3,1096,Timeless Sardines 2012,Timeless Sardines,3,27.0
2024,6,3,1097,Timeless Sardines 2013,Timeless Sardines,5,45.0
2024,6,3,1098,Timeless Sardines 2014,Timeless Sardines,2,18.0
2024,6,3,1099,Timeless Sardines 2015,Timeless Sardines,2,18.0
2024,6,3,1100,Timeless Sardines 2016,Timeless Sardines,4,36.0
2024,6,3,1101,Timeless Sardines 2017,Timeless Sardines,1,9.0
2024,6,3,1102,Timeless Sardines 2018,Timeless Sardines,3,27.0
2024,6,3,1103,Timeless Sardines 2019,Timeless Sardines,3,27.0
2024,6,3,1104,Timeless Sardines 2020,Timeless Sardines,12,108.0
2024,6,3,1105,Timeless Sardines 2021,Timeless Sardines,13,117.0
2024,6,3,1106,Timeless Sardines 2022,Timeless Sardines,9,81.0
2024,6,3,1107,Timeless Sardines 2023,Timeless Sardines,8,72.0
2024,6,3,1108,Timeless Sardines 2024,Timeless Sardines,11,99.0
2024,6,3,1109,Timeless Sardines 2025,Timeless Sardines,10,90.0
2024,6,3,1110,Timeless Sardines 2026,Timeless Sardines,13,117.0
2024,6,3,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,338,5070.0
2024,6,3,1112,Small Sardines (Petinga),Sardines,10,79.0
2024,6,3,1113,Sardines with Peppers,Sardines,91,891.8
2024,6,3,1114,Spicy Smoked Sardines,Sardines,90,882.0
2024,6,3,1115,Sardines with Lemon,Sardines,68,666.4
2024,6,3,1116,Sardines in Tomato Sauce,Sardines,73,715.4
2024,6,3,1117,Sardines with Mustard,Sardines,44,501.6
2024,6,3,1118,Sardines with Ketchup,Sardines,5,50.0
2024,6,3,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,1,12.8
2024,6,3,1121,Lingote (Ingot),Sardines,11,242.0
2024,6,3,1122,Sardines in Brine,Sardines,10,70.0
2024,6,3,1123,Anchovies,Sardines,37,355.2
2024,6,3,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),85,1105.0
2024,6,3,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),14,182.0
2024,6,3,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),12,156.0
2024,6,3,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),5,65.0
2024,6,3,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),3,39.0
2024,6,3,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),2,26.0
2024,6,3,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),3,39.0
2024,6,3,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),2,26.0
2024,6,3,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),2,26.0
2024,6,3,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),5,65.0
2024,6,3,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),5,65.0
2024,6,3,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,6,36.0
2024,6,3,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,44,343.2
2024,6,3,1137,Tuna in Olive Oil,Other Fish & Seafood,59,525.1
2024,6,3,1138,Fillets with Mustard,Other Fish & Seafood,19,220.4
2024,6,3,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,29,269.7
2024,6,3,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,19,184.3
2024,6,3,1141,Squid in Stewed Sauce,Other Fish & Seafood,15,147.0
2024,6,3,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,4,42.4
2024,6,3,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,12,122.4
2024,6,3,1144,Whelks in Brine,Other Fish & Seafood,12,123.6
2024,6,3,1145,Cod in Olive Oil,Other Fish & Seafood,107,1337.5
2024,6,3,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,9,110.7
2024,6,3,1147,Baby Cuttlefish,Other Fish & Seafood,3,42.6
2024,6,3,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,13,178.1
2024,6,3,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,53,784.4
2024,6,3,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,18,273.6
2024,6,3,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,71,1086.3
2024,6,3,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,138,2180.4
2024,6,3,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,66,1188.0
2024,6,3,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,13,234.0
2024,6,3,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,3,74.1
2024,6,3,1156,Eels in Escabeche,Other Fish & Seafood,3,84.0
2024,6,3,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,1,34.4
2024,6,3,1158,King Crab,Other Fish & Seafood,2,168.6
2024,6,3,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,6,278.4
2024,6,3,1160,Mackerel Roe,Other Fish & Seafood,2,53.2
2024,6,3,1162,Mackerel Pate,Pates,8,66.4
2024,6,3,1163,Sardine Pate,Pates,22,193.6
2024,6,3,1164,Sardine Pate with Mustard,Pates,3,28.2
2024,6,3,1165,Sardine Pate with Lemon,Pates,7,67.2
2024,6,3,1166,Cod Pate,Pates,21,205.8
2024,6,3,1167,Eel Escabeche Pate,Pates,9,97.2
2024,6,3,1168,Oat Balls with Vegetables,Vegetarian,7,61.6
2024,6,3,1169,Chickpea & Carrot Fritters,Vegetarian,7,67.9
2024,6,3,1170,Portobello Mushroom,Vegetarian,10,122.0
2024,6,3,1171,Sardine Summer Tote Bag,Packaging & Accessories,181,90.5
2024,6,3,1172,TNT Bag,Packaging & Accessories,5,10.0
2024,6,3,1173,COMUR Net Bag,Packaging & Accessories,1,20.0
2024,6,3,1174,Large Bag COMUR/MFSP,Packaging & Accessories,5,2.5
2024,6,3,1175,Small MFSP Bag,Packaging & Accessories,9,1.8
2024,6,3,1176,Portuguese Sardine Box 8un,Packaging & Accessories,52,0.0
2024,6,3,1177,Pates Box,Packaging & Accessories,5,0.0
2024,6,3,1178,Anchovies Box,Packaging & Accessories,5,0.0
2024,6,3,1179,Comur Survival Kit Box,Packaging & Accessories,6,0.0
2024,6,3,1180,Lingote Box,Packaging & Accessories,1,0.0
2024,6,3,1181,Crazy for Sardines Box,Packaging & Accessories,21,0.0
2024,6,4,1000,Timeless Sardines 1916,Timeless Sardines,4,36.0
2024,6,4,1001,Timeless Sardines 1917,Timeless Sardines,1,9.0
2024,6,4,1002,Timeless Sardines 1918,Timeless Sardines,11,99.0
2024,6,4,1003,Timeless Sardines 1919,Timeless Sardines,3,27.0
2024,6,4,1004,Timeless Sardines 1920,Timeless Sardines,1,9.0
2024,6,4,1005,Timeless Sardines 1921,Timeless Sardines,2,18.0
2024,6,4,1006,Timeless Sardines 1922,Timeless Sardines,2,18.0
2024,6,4,1007,Timeless Sardines 1923,Timeless Sardines,2,18.0
2024,6,4,1008,Timeless Sardines 1924,Timeless Sardines,3,27.0
2024,6,4,1009,Timeless Sardines 1925,Timeless Sardines,6,54.0
2024,6,4,1010,Timeless Sardines 1926,Timeless Sardines,5,45.0
2024,6,4,1011,Timeless Sardines 1927,Timeless Sardines,10,90.0
2024,6,4,1012,Timeless Sardines 1928,Timeless Sardines,5,45.0
2024,6,4,1013,Timeless Sardines 1929,Timeless Sardines,3,27.0
2024,6,4,1014,Timeless Sardines 1930,Timeless Sardines,1,9.0
2024,6,4,1015,Timeless Sardines 1931,Timeless Sardines,3,27.0
2024,6,4,1016,Timeless Sardines 1932,Timeless Sardines,3,27.0
2024,6,4,1017,Timeless Sardines 1933,Timeless Sardines,2,18.0
2024,6,4,1018,Timeless Sardines 1934,Timeless Sardines,2,18.0
2024,6,4,1019,Timeless Sardines 1935,Timeless Sardines,1,9.0
2024,6,4,1020,Timeless Sardines 1936,Timeless Sardines,4,36.0
2024,6,4,1021,Timeless Sardines 1937,Timeless Sardines,3,27.0
2024,6,4,1022,Timeless Sardines 1938,Timeless Sardines,5,45.0
2024,6,4,1023,Timeless Sardines 1939,Timeless Sardines,4,36.0
2024,6,4,1024,Timeless Sardines 1940,Timeless Sardines,2,18.0
